datetime,energy_kwh,avg_voltage,avg_intensity,avg_reactive_power,sub_metering_1,sub_metering_2,sub_metering_3,year,month,day,day_of_week,day_of_year,week_of_year,quarter,is_weekend,season,lag_1,lag_2,lag_3,lag_7,lag_14,lag_21,lag_30,rolling_mean_3,rolling_std_3,rolling_mean_7,rolling_std_7,rolling_mean_14,rolling_std_14,rolling_mean_30,rolling_std_30,ewm_7,ewm_30,anomaly_prediction,anomaly_score,cluster
2023-01-31,39.39586666666666,239.92113194444445,6.923611111111111,0.1291583333333333,0.0,5950.0,15052.0,2023,1,31,1,31,5,1,0,0,28.4633,33.0444,51.54041666666667,49.79756666666666,47.46146666666667,35.913333333333334,45.81673333333333,37.682705555555565,12.217763184468714,35.78364047619048,10.572622365510384,37.71172261904762,11.292274411196402,37.029746666666675,11.188164166959956,35.22124296347281,37.734132722715216,1,0.1557415311540796,0
2023-02-01,30.412666666666667,240.3921388888889,5.3325000000000005,0.10435,1170.0,386.0,13145.0,2023,2,1,2,32,5,1,0,0,39.39586666666666,28.4633,33.0444,26.605733333333333,30.3577,37.58656666666666,21.153933333333335,33.63452222222222,5.4901217343650845,34.29768333333333,8.868329723124607,37.13560833333333,10.957375888509228,36.81571777777778,11.07511756549168,36.2649002902686,37.84621957977005,1,0.2190856715927863,0
2023-02-02,27.7956,240.3343888888889,4.870833333333334,0.0969041666666666,0.0,356.0,11338.0,2023,2,2,3,33,5,1,0,0,30.412666666666667,39.39586666666666,28.4633,26.9662,24.674,24.354933333333335,16.9009,32.75727777777778,5.8312223784586354,34.84153095238095,8.423582972196806,37.13953452380952,10.954769983807946,37.124342222222225,10.747796476183495,34.80184041136812,37.34628107995134,1,0.2152871978560247,0
2023-02-03,67.16203333333334,238.91019444444444,11.81597222222222,0.1707111111111111,4746.0,4573.0,17834.0,2023,2,3,4,34,5,1,0,0,27.7956,30.412666666666667,39.39586666666666,34.06786666666667,52.22886666666667,53.113566666666664,54.32353333333333,32.534711111111115,6.084311888175387,34.96001666666667,8.299262355391049,37.36250595238095,10.710578322334989,37.487498888888894,10.211589218927184,33.050278985929864,36.705710578523295,1,0.0132432581509359,0
2023-02-04,59.93233333333333,239.63333333333333,10.565416666666668,0.1295097222222222,3391.0,4597.0,14472.0,2023,2,4,5,35,5,1,1,0,67.16203333333334,27.7956,30.412666666666667,51.54041666666667,56.7877,50.183816666666665,45.22273333333333,41.79010000000001,22.01166759443222,39.68775476190477,14.679804308182993,38.42916071428572,12.837412158012382,37.91544888888889,11.165914542454004,41.578222402339776,38.743231390250784,-1,-0.047189802346102,0
2023-02-05,27.421333333333333,240.8103125,4.820416666666667,0.1022416666666666,896.0,2564.0,7849.0,2023,2,5,6,36,5,1,1,0,59.93233333333333,67.16203333333334,27.7956,33.0444,36.34156666666667,35.811299999999996,25.139633333333332,51.629988888888896,20.955326549653005,40.8866,16.08455099948971,38.65377738095238,13.205573103263044,38.40576888888889,11.802667967131471,46.16675208402596,40.15740643714744,1,0.024505461474426,0
2023-02-06,21.224666666666668,241.26415972222225,3.7719444444444448,0.0990041666666666,1185.0,405.0,4517.0,2023,2,6,0,37,6,1,0,0,27.421333333333333,59.93233333333333,67.16203333333334,28.4633,29.627333333333336,28.106733333333334,40.79366666666667,51.50523333333334,21.16820303970083,40.08330476190476,16.671197757503467,38.01661785714286,13.536761804820504,38.48182555555555,11.721304059096004,41.48039590348625,39.30927897467243,-1,-0.0033673855725365,0
2023-02-07,38.8003,241.14969444444444,6.791666666666667,0.1234083333333333,3299.0,3513.0,11986.0,2023,2,7,1,38,6,1,0,0,21.224666666666668,27.421333333333333,59.93233333333333,39.39586666666666,49.79756666666666,47.46146666666667,37.356,36.192777777777785,20.7912131181883,39.04921428571429,17.704572509046795,37.416427380952385,14.111417340197054,37.82952555555555,12.125749406518691,36.416462384421806,38.10747414045514,1,0.0016200591068867,0
2023-02-08,30.023566666666667,241.7973055555555,5.248333333333334,0.0964555555555555,2226.0,366.0,10157.0,2023,2,8,2,39,6,1,0,0,38.8003,21.224666666666668,27.421333333333333,30.412666666666667,26.605733333333333,30.3577,31.1509,29.14876666666667,8.914243726069934,38.964133333333336,17.70406001193784,36.63090833333333,13.668327292053032,37.8776688888889,12.126671665176517,37.01242189510498,38.15342649836043,1,0.0133510337620711,0
2023-02-09,27.003300000000003,241.74044444444445,4.727222222222222,0.1097680555555555,0.0,3045.0,9770.0,2023,2,9,3,40,6,1,0,0,30.023566666666667,38.8003,21.224666666666668,27.7956,26.9662,24.674,35.913333333333334,30.016177777777784,8.787818996412199,38.908547619047624,17.735966129151006,36.875039285714294,13.505040807410117,37.84009111111111,12.149959477619335,35.26520785318594,37.61517968262474,1,0.0107578698084269,0
2023-02-10,47.15546666666667,240.0368263888889,8.303749999999999,0.1340097222222222,5071.0,2831.0,14405.0,2023,2,10,4,41,6,1,0,0,27.003300000000003,30.023566666666667,38.8003,67.16203333333334,34.06786666666667,52.22886666666667,37.58656666666666,31.942388888888896,6.128108296233818,38.79536190476191,17.821029741348024,36.87768928571428,13.502950378307816,37.54309,12.306574217532674,33.199730681703635,36.913793225076326,-1,-0.0292078207728341,0
2023-02-11,59.52046666666667,239.5061458333333,10.526805555555557,0.1418847222222222,2430.0,4765.0,13114.0,2023,2,11,5,42,6,1,1,0,47.15546666666667,27.003300000000003,30.023566666666667,59.93233333333333,51.54041666666667,56.7877,24.354933333333335,34.72744444444445,10.868408574923969,35.93728095238095,13.62337160197514,37.81251785714286,13.744337682445082,37.86205333333333,12.431113727809883,36.68866494168974,37.58964438418738,-1,-0.0111078044971619,0
2023-02-12,31.2935,240.09850000000003,5.503472222222222,0.0949333333333333,2227.0,399.0,11517.0,2023,2,12,6,43,6,1,1,0,59.52046666666667,47.15546666666667,27.003300000000003,27.421333333333333,33.0444,36.34156666666667,53.113566666666664,44.55974444444445,16.41325264529086,35.87844285714286,13.50282315574968,38.38252142857143,14.502041811335078,39.03423777777778,12.76696863160034,42.39661569655258,39.03473572656225,1,0.1333080765292569,0
2023-02-13,23.575766666666667,241.16685416666667,4.14375,0.0935263888888888,0.0,2828.0,6256.0,2023,2,13,0,44,7,1,0,0,31.2935,59.52046666666667,47.15546666666667,21.224666666666668,28.4633,29.627333333333336,50.183816666666665,45.98981111111112,14.149539796612656,36.43160952380952,13.173929083803335,38.25745714285715,14.55905619944284,38.30690222222223,12.557028753319791,39.62083665438252,38.52534263927051,1,0.1188781668856329,0
2023-02-14,41.644533333333335,240.3753888888889,7.315138888888888,0.1406291666666666,3295.0,3793.0,11579.0,2023,2,14,1,45,7,1,0,0,23.575766666666667,31.2935,59.52046666666667,38.8003,39.39586666666666,49.79756666666666,35.811299999999996,38.12991111111111,18.922414015727277,36.76748095238095,12.74458291603342,37.90834761904762,14.867309940076929,37.419967222222226,12.628697218210718,35.60956902952797,37.542886205856774,1,0.1072284482107974,0
2023-02-15,33.0891,240.66922222222223,5.820277777777778,0.1152527777777777,0.0,2363.0,14028.0,2023,2,15,2,46,7,1,0,0,41.644533333333335,23.575766666666667,31.2935,30.023566666666667,30.412666666666667,26.605733333333333,28.106733333333334,32.171266666666675,9.066307845779562,37.17379999999999,12.864965233071882,38.06896666666667,14.896734167601,37.61440833333334,12.647966631824511,37.11831014156639,37.812114725019974,1,0.1428294815004361,0
2023-02-16,28.375466666666668,240.8209444444444,5.0465277777777775,0.1053375,1148.0,859.0,8689.0,2023,2,16,3,47,7,1,0,0,33.0891,41.644533333333335,23.575766666666667,27.003300000000003,27.7956,26.9662,47.46146666666667,32.76980000000001,9.038614195832826,37.61173333333334,12.631049183306637,38.26014047619048,14.807829097509746,37.78048722222222,12.551158489404978,36.11100758810479,37.50244793571643,1,0.1461864310804302,0
2023-02-17,34.615199999999994,239.31603472222224,6.129166666666666,0.16595,1765.0,2226.0,7157.0,2023,2,17,4,48,7,1,0,0,28.375466666666668,33.0891,41.644533333333335,47.15546666666667,67.16203333333334,34.06786666666667,30.3577,34.36970000000001,6.7265879033214615,37.80775714285714,12.448301140044276,38.30155952380953,14.777086173093776,37.144287222222225,12.527220484299562,34.17712233172628,36.90466020537115,1,0.1404982017987611,0
2023-02-18,63.82936666666667,239.17080555555555,11.238888888888887,0.1774458333333333,6107.0,8003.0,13129.0,2023,2,18,5,49,7,1,1,0,34.615199999999994,28.375466666666668,33.0891,59.52046666666667,59.93233333333333,51.54041666666667,24.674,32.02658888888889,3.2527319922955904,36.01629047619048,11.762287799600678,35.97678571428572,12.22767308288178,37.286203888888885,12.471679151180648,34.286641749899836,36.754854876800174,-1,-0.0093067651423173,0
2023-02-19,36.44356666666667,239.78958333333333,6.442222222222222,0.1226277777777777,1634.0,2900.0,13085.0,2023,2,19,6,50,7,1,1,0,63.82936666666667,34.615199999999994,28.375466666666668,31.2935,27.421333333333333,33.0444,52.22886666666667,42.273344444444454,18.926968551553124,36.63184761904762,13.219789586671686,36.25514523809524,12.843798518295335,38.59138277777778,13.137348299596598,41.67232303498651,38.524788426059054,1,0.1286808604256045,0
2023-02-20,52.4988,239.86544444444445,9.168472222222222,0.1299708333333333,2058.0,5191.0,9713.0,2023,2,20,0,51,8,1,0,0,36.44356666666667,63.82936666666667,34.615199999999994,23.575766666666667,21.224666666666668,28.4633,56.7877,44.96271111111111,16.36455774092063,37.36757142857143,13.014898437580266,36.89959047619048,12.590307686955477,38.06520611111111,12.886017523273988,40.36513393548693,38.38884980927203,1,0.0336985822625527,0
2023-02-21,34.5479,240.46096527777777,6.0744444444444445,0.1318541666666666,3527.0,2332.0,11548.0,2023,2,21,1,52,8,1,0,0,52.4988,36.44356666666667,63.82936666666667,41.644533333333335,38.8003,39.39586666666666,36.34156666666667,50.92391111111112,13.76065829345596,41.499433333333336,12.487058019761474,39.13345714285715,12.36768704459588,37.92224277777778,12.693492332664771,43.39855046452848,39.30972846795174,1,0.0836541801053898,0
2023-02-22,56.290333333333336,238.62018055555555,9.880277777777778,0.0959333333333333,1409.0,4165.0,12285.0,2023,2,22,2,53,8,1,0,0,34.5479,52.4988,36.44356666666667,33.0891,30.023566666666667,30.412666666666667,29.627333333333336,41.16342222222222,9.862376998040626,40.48562857142857,12.758447325471298,38.82971428571428,12.428566912043026,37.86245388888889,12.705413034933963,41.18588784133187,38.999182575968305,-1,-0.0177291133827119,0
2023-02-23,21.891333333333332,240.68596527777777,3.825416666666667,0.1037111111111111,0.0,503.0,10786.0,2023,2,23,3,54,8,1,0,0,56.290333333333336,34.5479,52.4988,28.375466666666668,27.003300000000003,27.7956,49.79756666666666,47.77901111111112,11.614243719690474,43.80009047619048,13.508320415069784,40.7059119047619,12.967841638483549,38.751220555555555,13.037704520670356,44.96199922337439,40.12604846578087,1,0.0413225487156966,0
2023-02-24,11.915366666666667,239.86310416666663,2.0858333333333334,0.0848625,0.0,363.0,3562.0,2023,2,24,4,55,8,1,0,0,21.891333333333332,56.290333333333336,34.5479,34.615199999999994,47.15546666666667,67.16203333333334,26.605733333333333,37.57652222222223,17.398339422878934,42.87378571428571,14.893604102169824,40.34077142857143,13.446486889648163,37.82101277777778,13.216689912856372,39.19433274050583,38.9384670331732,-1,-0.0184990537963894,1
2023-02-25,8.362333333333334,241.6815486111111,1.462222222222222,0.0789833333333333,0.0,329.0,1660.0,2023,2,25,5,56,8,1,1,0,11.915366666666667,21.891333333333332,56.290333333333336,63.82936666666667,59.52046666666667,59.93233333333333,26.9662,30.032344444444448,23.280710107304937,39.63095238095239,18.918792925934564,37.82362142857143,15.250127547336067,37.33133388888889,13.90097034608069,32.374591212860224,37.17959535551722,-1,-0.0506717293092688,1
2023-02-26,9.474733333333337,241.27359027777777,1.658888888888889,0.0751944444444444,0.0,331.0,2830.0,2023,2,26,6,57,8,1,1,0,8.362333333333334,11.915366666666667,21.891333333333332,36.44356666666667,31.2935,27.421333333333333,34.06786666666667,14.056344444444449,7.014007387628265,31.707090476190476,18.709064315852576,34.169469047619046,15.771536828071788,36.711205,14.767278036724647,26.37152673691416,35.30501727734954,-1,-0.0275481473565601,1
2023-02-27,8.6352,242.94427083333332,1.5245833333333334,0.0786138888888888,0.0,314.0,1924.0,2023,2,27,0,58,9,1,0,0,9.474733333333337,8.362333333333334,11.915366666666667,52.4988,23.575766666666667,21.224666666666668,51.54041666666667,9.917477777777783,1.8174235745305976,27.8544,20.281828712485257,32.61098571428572,17.099690619741967,35.89143388888889,15.579362928932255,22.147328382818465,33.62564115199506,-1,-0.0253696495604188,1
2023-02-28,8.679566666666666,242.15959027777777,1.5284722222222222,0.0787305555555555,0.0,340.0,1973.0,2023,2,28,1,59,9,1,0,0,8.6352,9.474733333333337,8.362333333333334,34.5479,41.644533333333335,38.8003,33.0444,8.824088888888895,0.5797565862149483,21.58817142857143,18.052180428089702,31.543802380952386,18.141434182180973,34.46126,16.05532421318399,18.769296285194308,32.001679481263075,-1,-0.0105283274208225,1
2023-03-01,8.626066666666667,241.3214027777778,1.508888888888889,0.0747416666666666,0.0,316.0,1980.0,2023,3,1,2,60,9,1,0,1,8.679566666666666,8.6352,9.474733333333337,56.290333333333336,33.0891,30.023566666666667,28.4633,8.92983333333334,0.4724183609663431,17.89269523809524,17.59909567555087,29.189161904761903,18.85486900723459,33.649098888888894,16.73147939631029,16.246863879487382,30.486839023687427,-1,-0.0119927050646185,1
2023-03-02,8.5948,240.59159722222225,1.5068055555555555,0.0743111111111111,0.0,340.0,1969.0,2023,3,2,3,61,9,1,0,1,8.626066666666667,8.679566666666666,8.6352,21.891333333333332,28.375466666666668,27.003300000000003,39.39586666666666,8.646944444444449,0.0286183766457356,11.083514285714283,4.92114804822375,27.441802380952385,19.58505074125455,32.98785777777778,17.3249591910284,14.341664575673231,29.06753697379658,1,0.1191742335130214,1
2023-03-03,13.652033333333332,241.28808333333336,2.401111111111111,0.0937444444444444,0.0,347.0,4597.0,2023,3,3,4,62,9,1,0,1,8.5948,8.626066666666667,8.679566666666666,11.915366666666667,34.615199999999994,47.15546666666667,30.412666666666667,8.633477777777783,0.0428665413898351,9.184009523809523,1.2539342434624463,26.02889761904762,20.21586264947162,31.961155555555553,17.837201810464233,12.904948431410505,27.738895296005904,1,0.0619297427803842,1
2023-03-04,34.845,240.0297986111111,6.158194444444444,0.1220013888888888,1476.0,8711.0,9408.0,2023,3,4,5,63,9,1,1,1,13.652033333333332,8.5948,8.626066666666667,8.362333333333334,63.82936666666667,59.52046666666667,27.7956,10.290966666666671,2.910811099065817,9.432104761904762,1.893241167594292,24.53152857142857,20.30711682499705,31.40246777777778,18.147166076949997,13.091719656924791,26.825033822711415,1,0.02802306847607,1
2023-03-05,44.33886666666667,240.03090972222225,7.840277777777778,0.1430249999999999,5727.0,12109.0,10026.0,2023,3,5,6,64,9,1,1,1,34.845,13.652033333333332,8.5948,9.474733333333337,36.44356666666667,31.2935,67.16203333333334,19.030611111111117,13.927134457371473,13.215342857142856,9.712421366376118,22.46121666666667,17.2380791658366,31.637447777777776,18.14449144775351,18.53003974342693,27.345129865016588,1,0.0282941930142917,0
2023-03-06,20.775,240.98806944444445,3.695694444444445,0.1292694444444444,0.0,1740.0,4700.0,2023,3,6,0,65,10,1,0,1,44.33886666666667,34.845,13.652033333333332,8.6352,52.4988,23.575766666666667,59.93233333333333,30.945300000000003,15.710702723762688,18.195933333333333,14.98345964199627,23.025166666666667,17.849026598808056,30.87667555555555,17.0490379531437,24.982246474889408,28.446808326781163,1,0.0561494674608256,1
2023-03-07,39.58676666666667,240.3235625,6.935,0.1188888888888888,1076.0,4761.0,15513.0,2023,3,7,1,66,10,1,0,1,20.775,44.33886666666667,34.845,8.679566666666666,34.5479,41.644533333333335,27.421333333333333,33.31962222222223,11.8557596169463,19.93019047619048,14.38294594996177,20.75918095238095,15.704294531167609,29.57143111111111,16.226971871082387,23.93043485608727,27.949611812316736,1,0.0323498867601429,0
2023-03-08,26.2022,240.66542361111112,4.665138888888889,0.1301416666666666,2180.0,3385.0,6655.0,2023,3,8,2,67,10,1,0,1,39.58676666666667,20.775,44.33886666666667,8.626066666666667,56.290333333333336,33.0891,21.224666666666668,34.90021111111111,12.461412652769043,24.345504761904767,15.080640210405948,21.1191,16.097441015325405,29.976945555555556,16.323111005394868,27.844517808954784,28.70357526512087,1,0.0805006193238804,0
2023-03-09,21.2102,240.88846527777775,3.73125,0.0828041666666666,1093.0,345.0,8631.0,2023,3,9,3,68,10,1,0,1,26.2022,39.58676666666667,20.775,8.5948,21.891333333333332,28.375466666666668,38.8003,28.854655555555563,9.682317988783772,26.856380952380952,13.396326258867388,18.96994761904762,12.688023311450737,30.14286333333333,16.256240277600842,27.433938356698572,28.541557103810316,1,0.1220565983292616,1
2023-03-10,41.41186666666667,239.80283333333335,7.341944444444445,0.1691166666666666,4130.0,5422.0,10979.0,2023,3,10,4,69,10,1,0,1,21.2102,26.2022,39.58676666666667,13.652033333333332,11.915366666666667,34.615199999999994,30.023566666666667,28.99972222222223,9.502323323876189,28.658580952380955,11.19842168931845,18.92129523809524,12.677260865439475,29.55652666666667,16.250435150586036,25.87800376747414,28.066814428965255,1,0.1242163298320295,0
2023-03-11,58.0106,240.00729166666667,10.12152777777778,0.1203986111111111,4810.0,3420.0,9500.0,2023,3,11,5,70,10,1,1,1,41.41186666666667,21.2102,26.2022,34.845,8.362333333333334,63.82936666666667,27.003300000000003,29.608088888888897,10.522684703552144,32.624271428571426,9.830147577627503,21.028188095238097,13.822682202508927,29.936136666666663,16.39410163328269,29.761469492365475,28.930768012255083,1,0.0375609306914987,0
2023-03-12,32.51113333333333,240.55871527777776,5.728472222222222,0.0933486111111111,1403.0,2841.0,12353.0,2023,3,12,6,71,10,1,1,1,58.0106,41.41186666666667,21.2102,44.33886666666667,9.474733333333337,36.44356666666667,47.15546666666667,40.210888888888896,18.429571909217984,35.93364285714286,13.80012848110767,24.574492857142857,16.443544656873556,30.969713333333335,17.162264159441104,36.82375211940123,30.81296457491174,1,0.1244419224564304,0
2023-03-13,21.5024,240.8979652777778,3.805694444444444,0.0879986111111111,1350.0,3859.0,5323.0,2023,3,13,0,72,11,1,0,1,32.51113333333333,58.0106,41.41186666666667,20.775,8.6352,52.4988,59.52046666666667,43.97786666666667,12.941946031069309,34.243966666666665,13.31504175310902,26.21995,15.961863701960294,30.48156888888889,16.89215777642384,35.74559742286969,30.92285583705929,1,0.1134559708938325,0
2023-03-14,29.8894,240.77729166666663,5.2675,0.1093902777777777,3485.0,480.0,8607.0,2023,3,14,1,73,11,1,0,1,21.5024,32.51113333333333,58.0106,39.58676666666667,8.679566666666666,34.5479,31.2935,37.34137777777778,18.727269231118942,34.347880952380955,13.194701538396162,27.139035714285715,15.224878407134996,29.2143,16.04325361773805,32.18479806711622,30.313361973438727,1,0.1485715089493496,0
2023-03-15,31.413566666666668,240.28049305555552,5.523194444444444,0.1106430555555555,0.0,3263.0,11036.0,2023,3,15,2,74,11,1,0,1,29.8894,21.5024,32.51113333333333,26.2022,8.626066666666667,56.290333333333336,23.575766666666667,27.96764444444445,5.750470477499413,32.96254285714286,13.061386408881557,28.65402380952381,14.272188808035375,29.16749666666667,16.03902630918868,31.610948550332807,30.28593708171556,1,0.1530354342502698,0
2023-03-16,28.36756666666667,239.52713194444445,4.992361111111111,0.0904222222222222,1106.0,4604.0,5370.0,2023,3,16,3,75,11,1,0,1,31.413566666666668,29.8894,21.5024,21.2102,8.5948,21.891333333333332,41.644533333333335,27.601788888888898,5.336916677293184,33.70702380952381,12.756803531227488,30.281702380952385,13.060348498874196,29.42875666666667,16.008607884814445,31.561603079415992,30.35886775303092,1,0.1607735136026608,0
2023-03-17,33.8015,238.22465277777775,5.946111111111111,0.0882416666666666,2208.0,359.0,12275.0,2023,3,17,4,76,11,1,0,1,28.36756666666667,31.413566666666668,29.8894,41.41186666666667,13.652033333333332,11.915366666666667,33.0891,29.890177777777783,1.523000148950561,34.729504761904764,11.842276978227083,31.694042857142858,11.512072057756567,28.986191111111115,15.841907824849546,30.763093976225253,30.23009878475553,1,0.1641020891720547,0
2023-03-18,39.51743333333333,241.04781944444443,7.007916666666667,0.1676736111111111,6564.0,7369.0,5856.0,2023,3,18,5,77,11,1,1,1,33.8015,28.36756666666667,31.413566666666668,58.0106,34.845,8.362333333333334,28.375466666666668,31.194211111111116,2.723599734284078,33.64230952380952,11.470036486326949,33.133290476190474,10.276143529275055,29.00993777777778,15.84880250411564,31.522695482171372,30.461011556806,1,0.1429813611846443,0
