datetime,energy_kwh,avg_voltage,avg_intensity,avg_reactive_power,sub_metering_1,sub_metering_2,sub_metering_3,year,month,day,day_of_week,quarter,is_weekend,season,energy_kwh_lag7,energy_kwh_lag14,energy_kwh_lag30,energy_kwh_ma7,energy_kwh_ma30
2023-02-15T00:00:00.000+05:30,33.0891,240.66922222222223,5.820277777777778,0.1152527777777777,0.0,2363.0,14028.0,2023,2,15,4,1,0,winter,30.023566666666667,30.412666666666667,28.106733333333334,37.61173333333333,37.78048722222221
2023-02-16T00:00:00.000+05:30,28.375466666666668,240.8209444444444,5.0465277777777775,0.1053375,1148.0,859.0,8689.0,2023,2,16,5,1,0,winter,27.003300000000003,27.7956,47.46146666666667,37.80775714285715,37.14428722222222
2023-02-17T00:00:00.000+05:30,34.615199999999994,239.31603472222224,6.129166666666666,0.16595,1765.0,2226.0,7157.0,2023,2,17,6,1,0,winter,47.15546666666667,67.16203333333334,30.3577,36.01629047619047,37.286203888888885
2023-02-18T00:00:00.000+05:30,63.82936666666667,239.17080555555555,11.238888888888887,0.1774458333333333,6107.0,8003.0,13129.0,2023,2,18,7,1,1,winter,59.52046666666667,59.93233333333333,24.674,36.63184761904762,38.591382777777774
2023-02-19T00:00:00.000+05:30,36.44356666666667,239.78958333333333,6.442222222222222,0.1226277777777777,1634.0,2900.0,13085.0,2023,2,19,1,1,1,winter,31.2935,27.421333333333333,52.22886666666667,37.367571428571424,38.06520611111111
2023-02-20T00:00:00.000+05:30,52.4988,239.86544444444445,9.168472222222222,0.1299708333333333,2058.0,5191.0,9713.0,2023,2,20,2,1,0,winter,23.575766666666667,21.224666666666668,56.7877,41.499433333333336,37.92224277777778
2023-02-21T00:00:00.000+05:30,34.5479,240.46096527777777,6.0744444444444445,0.1318541666666666,3527.0,2332.0,11548.0,2023,2,21,3,1,0,winter,41.644533333333335,38.8003,36.34156666666667,40.48562857142857,37.86245388888889
2023-02-22T00:00:00.000+05:30,56.290333333333336,238.62018055555555,9.880277777777778,0.0959333333333333,1409.0,4165.0,12285.0,2023,2,22,4,1,0,winter,33.0891,30.023566666666667,29.627333333333336,43.800090476190476,38.751220555555555
2023-02-23T00:00:00.000+05:30,21.891333333333332,240.68596527777777,3.825416666666667,0.1037111111111111,0.0,503.0,10786.0,2023,2,23,5,1,0,winter,28.375466666666668,27.003300000000003,49.79756666666666,42.87378571428571,37.82101277777778
2023-02-24T00:00:00.000+05:30,11.915366666666667,239.86310416666663,2.0858333333333334,0.0848625,0.0,363.0,3562.0,2023,2,24,6,1,0,winter,34.615199999999994,47.15546666666667,26.605733333333333,39.63095238095239,37.33133388888889
2023-02-25T00:00:00.000+05:30,8.362333333333334,241.6815486111111,1.462222222222222,0.0789833333333333,0.0,329.0,1660.0,2023,2,25,7,1,1,winter,63.82936666666667,59.52046666666667,26.9662,31.707090476190476,36.71120499999999
2023-02-26T00:00:00.000+05:30,9.474733333333337,241.27359027777777,1.658888888888889,0.0751944444444444,0.0,331.0,2830.0,2023,2,26,1,1,1,winter,36.44356666666667,31.2935,34.06786666666667,27.854400000000005,35.89143388888888
2023-02-27T00:00:00.000+05:30,8.6352,242.94427083333332,1.5245833333333334,0.0786138888888888,0.0,314.0,1924.0,2023,2,27,2,1,0,winter,52.4988,23.575766666666667,51.54041666666667,21.58817142857143,34.46126
2023-02-28T00:00:00.000+05:30,8.679566666666666,242.15959027777777,1.5284722222222222,0.0787305555555555,0.0,340.0,1973.0,2023,2,28,3,1,0,winter,34.5479,41.644533333333335,33.0444,17.89269523809524,33.6490988888889
2023-03-01T00:00:00.000+05:30,8.626066666666667,241.3214027777778,1.508888888888889,0.0747416666666666,0.0,316.0,1980.0,2023,3,1,4,1,0,spring,56.290333333333336,33.0891,28.4633,11.083514285714285,32.98785777777778
2023-03-02T00:00:00.000+05:30,8.5948,240.59159722222225,1.5068055555555555,0.0743111111111111,0.0,340.0,1969.0,2023,3,2,5,1,0,spring,21.891333333333332,28.375466666666668,39.39586666666666,9.184009523809525,31.96115555555556
2023-03-03T00:00:00.000+05:30,13.652033333333332,241.28808333333336,2.401111111111111,0.0937444444444444,0.0,347.0,4597.0,2023,3,3,6,1,0,spring,11.915366666666667,34.615199999999994,30.412666666666667,9.432104761904762,31.40246777777778
2023-03-04T00:00:00.000+05:30,34.845,240.0297986111111,6.158194444444444,0.1220013888888888,1476.0,8711.0,9408.0,2023,3,4,7,1,1,spring,8.362333333333334,63.82936666666667,27.7956,13.215342857142858,31.63744777777778
2023-03-05T00:00:00.000+05:30,44.33886666666667,240.03090972222225,7.840277777777778,0.1430249999999999,5727.0,12109.0,10026.0,2023,3,5,1,1,1,spring,9.474733333333337,36.44356666666667,67.16203333333334,18.195933333333333,30.876675555555565
2023-03-06T00:00:00.000+05:30,20.775,240.98806944444445,3.695694444444445,0.1292694444444444,0.0,1740.0,4700.0,2023,3,6,2,1,0,spring,8.6352,52.4988,59.93233333333333,19.93019047619048,29.571431111111117
2023-03-07T00:00:00.000+05:30,39.58676666666667,240.3235625,6.935,0.1188888888888888,1076.0,4761.0,15513.0,2023,3,7,3,1,0,spring,8.679566666666666,34.5479,27.421333333333333,24.345504761904767,29.976945555555563
2023-03-08T00:00:00.000+05:30,26.2022,240.66542361111112,4.665138888888889,0.1301416666666666,2180.0,3385.0,6655.0,2023,3,8,4,1,0,spring,8.626066666666667,56.290333333333336,21.224666666666668,26.856380952380956,30.142863333333334
2023-03-09T00:00:00.000+05:30,21.2102,240.88846527777775,3.73125,0.0828041666666666,1093.0,345.0,8631.0,2023,3,9,5,1,0,spring,8.5948,21.891333333333332,38.8003,28.658580952380955,29.55652666666667
2023-03-10T00:00:00.000+05:30,41.41186666666667,239.80283333333335,7.341944444444445,0.1691166666666666,4130.0,5422.0,10979.0,2023,3,10,6,1,0,spring,13.652033333333332,11.915366666666667,30.023566666666667,32.624271428571426,29.936136666666673
2023-03-11T00:00:00.000+05:30,58.0106,240.00729166666667,10.12152777777778,0.1203986111111111,4810.0,3420.0,9500.0,2023,3,11,7,1,1,spring,34.845,8.362333333333334,27.003300000000003,35.93364285714286,30.96971333333334
2023-03-12T00:00:00.000+05:30,32.51113333333333,240.55871527777776,5.728472222222222,0.0933486111111111,1403.0,2841.0,12353.0,2023,3,12,1,1,1,spring,44.33886666666667,9.474733333333337,47.15546666666667,34.24396666666667,30.48156888888889
2023-03-13T00:00:00.000+05:30,21.5024,240.8979652777778,3.805694444444444,0.0879986111111111,1350.0,3859.0,5323.0,2023,3,13,2,1,0,spring,20.775,8.6352,59.52046666666667,34.34788095238095,29.214299999999994
2023-03-14T00:00:00.000+05:30,29.8894,240.77729166666663,5.2675,0.1093902777777777,3485.0,480.0,8607.0,2023,3,14,3,1,0,spring,39.58676666666667,8.679566666666666,31.2935,32.96254285714286,29.16749666666666
2023-03-15T00:00:00.000+05:30,31.413566666666668,240.28049305555552,5.523194444444444,0.1106430555555555,0.0,3263.0,11036.0,2023,3,15,4,1,0,spring,26.2022,8.626066666666667,23.575766666666667,33.70702380952381,29.428756666666665
2023-03-16T00:00:00.000+05:30,28.36756666666667,239.52713194444445,4.992361111111111,0.0904222222222222,1106.0,4604.0,5370.0,2023,3,16,5,1,0,spring,21.2102,8.5948,41.644533333333335,34.729504761904764,28.986191111111108
2023-03-17T00:00:00.000+05:30,33.8015,238.22465277777775,5.946111111111111,0.0882416666666666,2208.0,359.0,12275.0,2023,3,17,6,1,0,spring,41.41186666666667,13.652033333333332,33.0891,33.64230952380952,29.009937777777772
2023-03-18T00:00:00.000+05:30,39.51743333333333,241.04781944444443,7.007916666666667,0.1676736111111111,6564.0,7369.0,5856.0,2023,3,18,7,1,1,spring,58.0106,34.845,28.375466666666668,31.000428571428568,29.38133666666666
2023-03-19T00:00:00.000+05:30,35.8753,240.49709027777777,6.281944444444444,0.1005305555555555,1648.0,2686.0,14118.0,2023,3,19,1,1,1,spring,32.51113333333333,44.33886666666667,34.615199999999994,31.481023809523812,29.423340000000003
2023-03-20T00:00:00.000+05:30,34.77046666666667,240.8156388888889,6.151249999999999,0.1144930555555555,3745.0,2837.0,11255.0,2023,3,20,2,1,0,spring,21.5024,20.775,63.82936666666667,33.376461904761904,28.45471
2023-03-21T00:00:00.000+05:30,35.70153333333334,240.98664583333337,6.237222222222223,0.0991875,1865.0,4133.0,12335.0,2023,3,21,3,1,0,spring,29.8894,39.58676666666667,36.44356666666667,34.20676666666667,28.42997555555556
2023-03-22T00:00:00.000+05:30,24.249633333333335,241.76352777777777,4.223055555555556,0.0790458333333333,353.0,736.0,10462.0,2023,3,22,4,1,0,spring,31.413566666666668,26.2022,52.4988,33.183347619047616,27.488336666666676
2023-03-23T00:00:00.000+05:30,21.8168,241.64547916666663,3.80375,0.0829777777777777,1127.0,777.0,8369.0,2023,3,23,5,1,0,spring,28.36756666666667,21.2102,34.5479,32.247523809523805,27.063966666666676
2023-03-24T00:00:00.000+05:30,49.47383333333333,239.70447222222225,8.703333333333333,0.1326555555555555,3707.0,5797.0,16382.0,2023,3,24,6,1,0,spring,33.8015,41.41186666666667,56.290333333333336,34.486428571428576,26.83675000000001
2023-03-25T00:00:00.000+05:30,55.61088333333333,240.0345381944444,9.71715277777778,0.1640277777777777,4630.0,3600.0,9358.0,2023,3,25,7,1,1,spring,39.51743333333333,58.0106,21.891333333333332,36.78549285714286,27.96073500000001
2023-03-26T00:00:00.000+05:30,23.601366666666667,241.3368125,4.183055555555556,0.1117819444444444,1088.0,344.0,9096.0,2023,3,26,1,1,1,spring,35.8753,32.51113333333333,11.915366666666667,35.032073809523816,28.35026833333334
2023-03-27T00:00:00.000+05:30,18.419,240.60197916666664,3.296527777777778,0.1053652777777777,0.0,3019.0,3697.0,2023,3,27,2,1,0,spring,34.77046666666667,21.5024,8.362333333333334,32.69615,28.685490555555564
2023-03-28T00:00:00.000+05:30,38.8983,240.4446111111111,6.854583333333333,0.1364708333333333,1122.0,8527.0,13888.0,2023,3,28,3,1,0,spring,35.70153333333334,29.8894,9.474733333333337,33.15283095238096,29.66627611111112
2023-03-29T00:00:00.000+05:30,26.506766666666667,240.5366875,4.676805555555556,0.1379833333333333,1162.0,460.0,10724.0,2023,3,29,4,1,0,spring,24.249633333333335,31.413566666666668,8.6352,33.475278571428575,30.261995000000002
2023-03-30T00:00:00.000+05:30,23.373233333333335,241.03922916666667,4.189583333333333,0.1257833333333333,1094.0,468.0,8217.0,2023,3,30,5,1,0,spring,21.8168,28.36756666666667,8.679566666666666,33.69762619047619,30.75178388888889
2023-03-31T00:00:00.000+05:30,58.49183333333334,239.26077083333337,10.264722222222222,0.1607666666666666,2620.0,7707.0,17682.0,2023,3,31,6,1,0,spring,49.47383333333333,33.8015,8.626066666666667,34.985911904761906,32.41397611111111
2023-04-01T00:00:00.000+05:30,46.43253333333333,240.02448611111112,8.149444444444445,0.1406611111111111,4629.0,5401.0,19509.0,2023,4,1,7,2,1,spring,55.61088333333333,39.51743333333333,8.5948,33.67471904761905,33.6752338888889
2023-04-02T00:00:00.000+05:30,32.679633333333335,240.46011805555557,5.71263888888889,0.1210666666666666,1755.0,970.0,16641.0,2023,4,2,1,2,1,spring,23.601366666666667,35.8753,13.652033333333332,34.97161428571429,34.309487222222224
2023-04-03T00:00:00.000+05:30,27.380333333333333,240.50495833333335,4.84625,0.1171944444444444,3630.0,1042.0,7637.0,2023,4,3,2,2,0,spring,18.419,34.77046666666667,34.845,36.251804761904765,34.060665
2023-04-04T00:00:00.000+05:30,34.1978,240.33178472222224,5.98625,0.1196652777777777,3434.0,420.0,14748.0,2023,4,4,3,2,0,spring,38.8983,35.70153333333334,44.33886666666667,35.58030476190476,33.72262944444444
2023-04-05T00:00:00.000+05:30,30.73463333333333,241.1731041666667,5.491527777777778,0.1698180555555555,1086.0,4277.0,10523.0,2023,4,5,4,2,0,spring,26.506766666666667,24.249633333333335,20.775,36.184285714285714,34.05461722222222
2023-04-06T00:00:00.000+05:30,26.68566666666667,241.18445138888887,4.688611111111111,0.0994541666666666,0.0,5466.0,9166.0,2023,4,6,5,2,0,spring,23.373233333333335,21.8168,39.58676666666667,36.65749047619048,33.624580555555546
2023-04-07T00:00:00.000+05:30,25.898733333333332,240.37859027777776,4.564583333333333,0.0963402777777777,1127.0,3111.0,5923.0,2023,4,7,6,2,0,spring,58.49183333333334,49.47383333333333,26.2022,32.001333333333335,33.61446499999999
2023-04-08T00:00:00.000+05:30,26.8136,240.34918055555556,4.719861111111111,0.0943625,0.0,485.0,3545.0,2023,4,8,7,2,1,spring,46.43253333333333,55.61088333333333,21.2102,29.19862857142857,33.80124499999999
2023-04-09T00:00:00.000+05:30,16.682,240.55048611111113,2.974583333333333,0.1111875,2667.0,514.0,3801.0,2023,4,9,1,2,1,spring,32.679633333333335,23.601366666666667,41.41186666666667,26.91325238095238,32.9769161111111
2023-04-10T00:00:00.000+05:30,12.956066666666668,240.8137013888889,2.347361111111111,0.1034305555555555,209.0,742.0,2572.0,2023,4,10,2,2,0,spring,27.380333333333333,18.419,58.0106,24.852642857142854,31.47509833333333
2023-04-11T00:00:00.000+05:30,14.791366666666669,241.1548263888889,2.61875,0.1336430555555555,0.0,1112.0,6421.0,2023,4,11,3,2,0,spring,34.1978,38.8983,32.51113333333333,22.08029523809524,30.884439444444446
2023-04-12T00:00:00.000+05:30,8.961766666666668,240.2560625,1.5979166666666669,0.1026472222222222,0.0,541.0,1818.0,2023,4,12,4,2,0,spring,30.73463333333333,26.506766666666667,21.5024,18.969885714285716,30.466418333333333
2023-04-13T00:00:00.000+05:30,9.1837,240.05048611111113,1.643333333333333,0.1053055555555555,0.0,558.0,1988.0,2023,4,13,5,2,0,spring,26.68566666666667,23.373233333333335,29.8894,16.469604761904765,29.776228333333336
2023-04-14T00:00:00.000+05:30,9.2378,240.31314583333332,1.6513888888888888,0.1080625,0.0,578.0,2008.0,2023,4,14,6,2,0,spring,25.898733333333332,58.49183333333334,31.413566666666668,14.089471428571427,29.03703611111111
2023-04-15T00:00:00.000+05:30,12.102733333333331,240.2366875,2.1865277777777776,0.1191277777777777,0.0,1026.0,2893.0,2023,4,15,7,2,1,spring,26.8136,46.43253333333333,28.36756666666667,11.987919047619048,28.494874999999997
2023-04-16T00:00:00.000+05:30,15.873166666666666,240.6571388888889,2.8724999999999996,0.1292180555555555,952.0,1305.0,4656.0,2023,4,16,1,2,1,spring,16.682,32.679633333333335,33.8015,11.872371428571428,27.897263888888883
2023-04-17T00:00:00.000+05:30,20.395566666666664,240.19566666666668,3.6908333333333334,0.1516347222222222,1532.0,389.0,6199.0,2023,4,17,2,2,0,spring,12.956066666666668,27.380333333333333,39.51743333333333,12.935157142857145,27.25986833333333
2023-04-18T00:00:00.000+05:30,16.637433333333334,240.14677777777777,2.9954166666666664,0.1147388888888888,1579.0,355.0,3430.0,2023,4,18,3,2,0,spring,14.791366666666669,34.1978,35.8753,13.198880952380952,26.61860611111111
2023-04-19T00:00:00.000+05:30,17.144299999999998,240.42984027777777,3.055833333333333,0.1039305555555555,733.0,1605.0,5748.0,2023,4,19,4,2,0,spring,8.961766666666668,30.73463333333333,34.77046666666667,14.367814285714287,26.031067222222227
2023-04-20T00:00:00.000+05:30,13.709666666666667,240.13289583333332,2.494861111111111,0.1011430555555555,1069.0,360.0,3499.0,2023,4,20,5,2,0,spring,9.1837,26.68566666666667,35.70153333333334,15.014380952380952,25.298005
2023-04-21T00:00:00.000+05:30,27.894266666666667,239.21323611111112,5.035694444444444,0.1476791666666666,6575.0,463.0,11129.0,2023,4,21,6,2,0,spring,9.2378,25.898733333333332,24.249633333333335,17.679590476190477,25.41949277777778
2023-04-22T00:00:00.000+05:30,37.228566666666666,239.6088819444444,6.688472222222222,0.1855513888888889,4264.0,2287.0,11102.0,2023,4,22,7,2,1,spring,12.102733333333331,26.8136,21.8168,21.26899523809524,25.933218333333333
2023-04-23T00:00:00.000+05:30,17.5761,237.23564583333336,3.264166666666666,0.0941944444444444,1402.0,506.0,6005.0,2023,4,23,1,2,1,spring,15.873166666666666,16.682,49.47383333333333,21.512271428571427,24.869960555555554
2023-04-24T00:00:00.000+05:30,17.201666666666664,235.3449236111111,3.1448611111111116,0.0939333333333333,1125.0,527.0,6680.0,2023,4,24,2,2,0,spring,20.395566666666664,12.956066666666668,55.61088333333333,21.056,23.589653333333334
2023-04-25T00:00:00.000+05:30,21.069366666666667,234.94111111111113,3.858055555555556,0.1143999999999999,0.0,1469.0,8812.0,2023,4,25,3,2,0,spring,16.637433333333334,14.791366666666669,23.601366666666667,21.68913333333333,23.505253333333332
2023-04-26T00:00:00.000+05:30,21.257766666666665,234.7872986111111,3.92375,0.1136152777777777,1324.0,1845.0,7163.0,2023,4,26,4,2,0,spring,17.144299999999998,8.961766666666668,18.419,22.27677142857143,23.59987888888889
2023-04-27T00:00:00.000+05:30,18.23886666666667,235.21616666666668,3.3125,0.11245,1772.0,545.0,4756.0,2023,4,27,5,2,0,spring,13.709666666666667,9.1837,38.8983,22.9238,22.911231111111114
2023-04-28T00:00:00.000+05:30,0.8688372359470103,235.6455475328533,2.824818660407633,0.1885940380050655,0.0,18.0,0.0,2023,4,28,6,2,0,spring,27.894266666666667,9.2378,26.506766666666667,19.06302436704005,22.056633463420457
2023-04-30T00:00:00.000+05:30,7.247829430719657,234.84301988968377,3.028914604570726,0.1202230863547007,1214.0,500.0,1131.0,2023,4,30,1,2,1,spring,37.228566666666666,12.102733333333331,23.373233333333335,14.780061904761906,21.519120000000004
2023-05-01T00:00:00.000+05:30,27.730966666666667,234.6787013888889,5.073333333333333,0.1261166666666666,4005.0,995.0,8546.0,2023,5,1,2,2,0,spring,17.5761,15.873166666666666,58.49183333333334,16.230757142857147,20.493757777777777
2023-05-02T00:00:00.000+05:30,16.724766666666667,235.58207638888888,3.1415277777777777,0.111175,7.0,1490.0,3754.0,2023,5,2,3,2,0,spring,17.201666666666664,20.395566666666664,46.43253333333333,16.162628571428574,19.50349888888889
2023-05-03T00:00:00.000+05:30,18.170633333333335,235.1348888888889,3.307638888888889,0.1048208333333333,1906.0,1725.0,7836.0,2023,5,3,4,2,0,spring,21.069366666666667,16.637433333333334,32.679633333333335,15.748523809523808,19.019865555555555
2023-05-04T00:00:00.000+05:30,16.635466666666666,235.71019444444445,3.0780555555555553,0.1213472222222222,2259.0,538.0,3990.0,2023,5,4,5,2,0,spring,21.257766666666665,17.144299999999998,27.380333333333333,15.088195238095238,18.66170333333333
2023-05-05T00:00:00.000+05:30,26.050866666666664,235.03502083333333,4.736111111111111,0.1209041666666666,2913.0,2493.0,11303.0,2023,5,5,6,2,0,spring,18.23886666666667,13.709666666666667,34.1978,16.204195238095238,18.39013888888889
2023-05-06T00:00:00.000+05:30,35.035066666666665,234.4096527777778,6.409027777777778,0.1266222222222222,3215.0,949.0,10095.0,2023,5,6,7,2,1,spring,0.8688372359470103,27.894266666666667,30.73463333333333,21.085085156769473,18.53348666666667
2023-05-07T00:00:00.000+05:30,27.3944,234.5369722222222,4.980972222222222,0.1173041666666666,946.0,4935.0,9433.0,2023,5,7,1,2,1,spring,7.247829430719657,37.228566666666666,26.68566666666667,23.963166666666663,18.557111111111112
2023-05-08T00:00:00.000+05:30,29.82153333333333,234.9062361111111,5.356388888888889,0.1261194444444444,4581.0,2011.0,8777.0,2023,5,8,2,2,0,spring,27.730966666666667,17.5761,25.898733333333332,24.261819047619046,18.687871111111114
2023-05-09T00:00:00.000+05:30,27.76226666666667,234.8737222222222,5.056111111111111,0.1274194444444444,3018.0,5631.0,9474.0,2023,5,9,3,2,0,spring,16.724766666666667,17.201666666666664,26.8136,25.838604761904765,18.719493333333332
2023-05-10T00:00:00.000+05:30,11.798066666666667,235.7962569444444,2.2068055555555555,0.1168847222222222,946.0,534.0,3261.0,2023,5,10,4,2,0,spring,18.170633333333335,21.069366666666667,16.682,24.928238095238097,18.556695555555557
2023-05-11T00:00:00.000+05:30,16.319233333333333,235.22975694444443,3.027638888888889,0.0917333333333333,926.0,491.0,6471.0,2023,5,11,5,2,0,spring,16.635466666666666,21.257766666666665,12.956066666666668,24.883061904761906,18.668801111111115
